application_id,gender,international,gpa,Major,race,gmat,work_exp,work_industry,admission_finals,scholarship_status,funding_fee,tuition_fee
1125,Male,False,3.29,STEM,White,710.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1126,Male,False,3.07,Humanities,Black,640.0,6.0,PE/VC,admitted,notsponsored,0,75000
1127,Male,False,3.26,Humanities,Asian,670.0,5.0,Other,admitted,notsponsored,0,75000
1128,Male,True,3.41,Humanities,NULL,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
1129,Male,True,3.33,Business,NULL,680.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
1130,Male,False,3.40,Business,Black,710.0,5.0,"Health Care",admitted,notsponsored,0,75000
1131,Female,False,3.36,Business,White,610.0,5.0,PE/VC,admitted,notsponsored,0,75000
1132,Female,True,3.58,Humanities,NULL,720.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
1133,Male,False,3.29,Humanities,Hispanic,660.0,4.0,Technology,admitted,notsponsored,0,75000
1134,Male,False,3.19,Humanities,White,640.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1135,Male,True,3.43,Humanities,NULL,720.0,3.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1136,Female,False,3.25,STEM,Black,600.0,5.0,PE/VC,notadmitted,notsponsored,0,0
1137,Female,False,3.16,Business,Black,610.0,4.0,"Financial Services",admitted,notsponsored,0,75000
1138,Female,False,3.24,Business,Asian,580.0,6.0,PE/VC,notadmitted,notsponsored,0,0
1139,Male,False,3.36,Humanities,Hispanic,690.0,5.0,Consulting,admitted,notsponsored,0,75000
1140,Male,False,3.13,Business,Hispanic,700.0,7.0,Consulting,admitted,notsponsored,0,75000
1141,Female,False,3.14,STEM,Asian,660.0,7.0,PE/VC,admitted,notsponsored,0,75000
1142,Female,True,3.29,Humanities,NULL,690.0,5.0,PE/VC,admitted,notsponsored,0,75000
1143,Female,False,3.54,Humanities,Asian,710.0,4.0,Other,admitted,notsponsored,0,75000
1144,Male,False,3.24,Business,Hispanic,670.0,4.0,CPG,admitted,notsponsored,0,75000
1145,Male,False,2.97,Business,Hispanic,610.0,5.0,Consulting,admitted,notsponsored,0,75000
1146,Female,False,3.34,Business,Hispanic,630.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1147,Female,False,3.39,STEM,Asian,700.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1148,Male,False,3.21,Humanities,White,650.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1149,Male,True,3.40,STEM,NULL,750.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1150,Female,False,3.08,STEM,Asian,660.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1151,Male,True,3.17,Business,NULL,590.0,6.0,Consulting,notadmitted,notsponsored,0,0
1152,Female,False,3.31,STEM,Black,660.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1153,Male,False,3.38,Humanities,White,680.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1154,Female,True,3.23,Humanities,NULL,610.0,6.0,PE/VC,admitted,notsponsored,0,75000
1155,Male,False,3.44,Humanities,Black,680.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1156,Female,False,3.19,STEM,White,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1157,Male,True,3.32,Humanities,NULL,710.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1158,Male,False,3.32,Business,Asian,770.0,5.0,"Health Care",admitted,notsponsored,0,75000
1159,Male,False,2.81,Business,White,570.0,5.0,Consulting,notadmitted,notsponsored,0,0
1160,Female,True,2.97,Business,NULL,600.0,2.0,Consulting,notadmitted,notsponsored,0,0
1161,Female,False,3.53,Humanities,Asian,780.0,5.0,Consulting,admitted,sponsored,50000,25000
1162,Male,True,3.33,STEM,NULL,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1163,Male,True,3.06,STEM,NULL,610.0,3.0,Technology,admitted,notsponsored,0,75000
1164,Male,False,3.24,Humanities,White,670.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1165,Male,False,3.32,Humanities,White,720.0,5.0,PE/VC,admitted,notsponsored,0,75000
1166,Male,False,3.61,Humanities,Black,760.0,3.0,"Financial Services",admitted,sponsored,50000,25000
1167,Male,True,3.23,Humanities,NULL,630.0,4.0,Technology,admitted,notsponsored,0,75000
1168,Male,False,3.47,STEM,Black,700.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1169,Male,False,3.13,Humanities,Black,620.0,5.0,Consulting,admitted,notsponsored,0,75000
1170,Female,False,3.47,STEM,White,740.0,3.0,Technology,admitted,notsponsored,0,75000
1171,Male,False,3.28,Humanities,Black,680.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1172,Female,False,3.15,Humanities,Asian,610.0,5.0,CPG,admitted,notsponsored,0,75000
1173,Male,False,3.28,Humanities,White,590.0,5.0,"Health Care",notadmitted,notsponsored,0,0
1174,Male,True,3.35,STEM,NULL,630.0,4.0,"Real Estate",admitted,notsponsored,0,75000
1175,Female,True,3.31,STEM,NULL,680.0,6.0,Consulting,admitted,notsponsored,0,75000
1176,Male,False,3.06,Humanities,White,660.0,5.0,Consulting,admitted,notsponsored,0,75000
1177,Male,False,3.20,Humanities,Asian,680.0,5.0,Technology,admitted,notsponsored,0,75000
1178,Female,False,3.24,STEM,Asian,610.0,6.0,Retail,admitted,notsponsored,0,75000
1179,Male,False,3.28,Business,White,690.0,6.0,Technology,admitted,notsponsored,0,75000
1180,Female,True,3.20,Business,NULL,640.0,5.0,Consulting,admitted,notsponsored,0,75000
1181,Female,False,3.25,STEM,White,670.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1182,Female,False,3.26,STEM,White,720.0,4.0,"Financial Services",admitted,notsponsored,0,75000
1183,Male,True,2.91,STEM,NULL,580.0,3.0,PE/VC,notadmitted,notsponsored,0,0
1184,Female,False,2.95,STEM,Black,570.0,4.0,Media/Entertainment,notadmitted,notsponsored,0,0
1185,Female,False,3.30,Humanities,Hispanic,650.0,5.0,Media/Entertainment,admitted,notsponsored,0,75000
1186,Male,False,3.20,Humanities,Asian,640.0,4.0,Technology,admitted,notsponsored,0,75000
1187,Female,False,3.74,Humanities,White,760.0,4.0,Nonprofit/Gov,admitted,sponsored,50000,25000
1188,Male,True,3.49,Business,NULL,690.0,6.0,PE/VC,admitted,notsponsored,0,75000
1189,Male,False,3.38,Humanities,Other,700.0,6.0,Consulting,admitted,notsponsored,0,75000
1190,Male,True,3.25,Humanities,NULL,710.0,3.0,"Health Care",admitted,notsponsored,0,75000
1191,Male,True,3.12,Humanities,NULL,620.0,7.0,Consulting,admitted,notsponsored,0,75000
1192,Female,True,3.55,Humanities,NULL,670.0,3.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1193,Male,False,3.34,STEM,White,620.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1194,Male,False,3.02,Humanities,Black,590.0,4.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1195,Male,True,3.40,Business,NULL,650.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1196,Male,False,3.59,Humanities,Black,710.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1197,Male,False,3.50,STEM,Black,730.0,5.0,Other,admitted,notsponsored,0,75000
1198,Male,True,3.24,STEM,NULL,620.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1199,Male,False,3.35,Humanities,Black,670.0,5.0,Energy,admitted,notsponsored,0,75000
1200,Female,False,3.18,STEM,Asian,650.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1201,Male,False,3.56,Humanities,Black,650.0,5.0,Consulting,admitted,notsponsored,0,75000
1202,Male,False,3.24,STEM,Hispanic,570.0,7.0,Consulting,notadmitted,notsponsored,0,0
1203,Male,False,3.13,STEM,White,620.0,5.0,Consulting,admitted,notsponsored,0,75000
1204,Female,False,3.26,Humanities,Black,760.0,6.0,Consulting,admitted,notsponsored,0,75000
1205,Male,True,3.11,Humanities,NULL,600.0,3.0,PE/VC,notadmitted,notsponsored,0,0
1206,Female,True,3.09,Business,NULL,620.0,5.0,Other,admitted,notsponsored,0,75000
1207,Female,False,3.18,Humanities,White,630.0,6.0,Technology,admitted,notsponsored,0,75000
1208,Male,False,3.13,STEM,Black,660.0,5.0,PE/VC,admitted,notsponsored,0,75000
1209,Male,True,3.27,Humanities,NULL,760.0,6.0,Consulting,admitted,notsponsored,0,75000
1210,Male,True,3.41,Business,NULL,620.0,3.0,Technology,admitted,notsponsored,0,75000
1211,Male,False,2.89,Humanities,White,570.0,9.0,Consulting,notadmitted,notsponsored,0,0
1212,Male,True,3.24,Humanities,NULL,710.0,6.0,"Health Care",admitted,notsponsored,0,75000
1213,Male,False,3.18,STEM,Black,650.0,4.0,"Investment Management",admitted,notsponsored,0,75000
1214,Female,False,3.18,Humanities,Black,600.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1215,Female,False,3.11,STEM,Asian,680.0,5.0,Technology,admitted,notsponsored,0,75000
1216,Female,False,3.12,Humanities,White,570.0,6.0,"Investment Banking",notadmitted,notsponsored,0,0
1217,Male,False,3.17,Humanities,White,630.0,5.0,Technology,admitted,notsponsored,0,75000
1218,Male,True,3.34,Humanities,NULL,660.0,5.0,"Health Care",admitted,notsponsored,0,75000
1219,Female,False,3.25,Humanities,White,600.0,4.0,Technology,notadmitted,notsponsored,0,0
1220,Female,False,3.25,Business,White,630.0,3.0,"Financial Services",admitted,notsponsored,0,75000
1221,Male,False,3.24,STEM,White,640.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1222,Male,False,3.20,Humanities,White,660.0,7.0,"Financial Services",admitted,notsponsored,0,75000
1223,Female,False,3.36,Humanities,Other,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
1224,Male,True,3.23,STEM,NULL,620.0,5.0,Technology,admitted,notsponsored,0,75000
1225,Male,True,3.02,Humanities,NULL,570.0,6.0,PE/VC,notadmitted,notsponsored,0,0
1226,Female,False,3.35,STEM,White,680.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1227,Female,False,3.28,Humanities,Hispanic,620.0,4.0,Consulting,admitted,notsponsored,0,75000
1228,Male,False,2.97,Business,Asian,580.0,6.0,PE/VC,notadmitted,notsponsored,0,0
1229,Female,False,3.22,Business,White,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
1230,Male,False,3.37,STEM,Asian,740.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
1231,Male,False,3.18,Humanities,Black,610.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1232,Male,False,3.04,Humanities,White,600.0,6.0,"Financial Services",notadmitted,notsponsored,0,0
1233,Male,False,3.07,Business,Black,640.0,4.0,"Health Care",admitted,notsponsored,0,75000
1234,Male,True,3.06,Business,NULL,630.0,5.0,Technology,admitted,notsponsored,0,75000
1235,Female,False,3.23,STEM,Black,630.0,4.0,Consulting,admitted,notsponsored,0,75000
1236,Male,True,3.45,Humanities,NULL,720.0,7.0,PE/VC,admitted,notsponsored,0,75000
1237,Male,True,2.96,Business,NULL,590.0,6.0,"Investment Banking",notadmitted,notsponsored,0,0
1238,Male,True,3.14,STEM,NULL,660.0,4.0,Other,admitted,notsponsored,0,75000
1239,Male,False,3.29,Humanities,Other,770.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1240,Male,False,3.34,STEM,Black,600.0,5.0,Consulting,notadmitted,notsponsored,0,0
1241,Female,False,3.23,Humanities,Hispanic,710.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1242,Male,False,3.15,STEM,White,620.0,5.0,Consulting,admitted,notsponsored,0,75000
1243,Male,True,3.22,STEM,NULL,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
1244,Female,False,3.19,Business,Hispanic,590.0,4.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1245,Male,False,3.41,STEM,White,640.0,4.0,CPG,admitted,notsponsored,0,75000
1246,Male,False,3.19,STEM,Black,590.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
1247,Male,True,3.29,Business,NULL,700.0,4.0,Technology,admitted,notsponsored,0,75000
1248,Male,False,3.29,STEM,White,600.0,6.0,Other,notadmitted,notsponsored,0,0
1249,Male,True,3.21,STEM,NULL,720.0,5.0,"Health Care",admitted,notsponsored,0,75000
1250,Female,True,3.32,STEM,NULL,620.0,4.0,Consulting,admitted,notsponsored,0,75000
1251,Male,False,3.37,STEM,Other,580.0,4.0,Consulting,notadmitted,notsponsored,0,0
1252,Male,True,3.31,Humanities,NULL,630.0,5.0,Consulting,admitted,notsponsored,0,75000
1253,Female,False,3.20,Humanities,White,570.0,3.0,Consulting,notadmitted,notsponsored,0,0
1254,Male,False,3.14,STEM,White,590.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1255,Male,True,3.22,Business,NULL,620.0,5.0,Consulting,admitted,notsponsored,0,75000
1256,Female,False,3.29,STEM,White,620.0,6.0,PE/VC,admitted,notsponsored,0,75000
1257,Female,True,3.30,Humanities,NULL,600.0,4.0,"Health Care",notadmitted,notsponsored,0,0
1258,Female,False,3.11,STEM,Asian,720.0,6.0,Consulting,admitted,notsponsored,0,75000
1259,Male,False,3.12,Humanities,Black,610.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1260,Male,True,2.99,Humanities,NULL,580.0,7.0,Consulting,notadmitted,notsponsored,0,0
1261,Male,False,3.24,Humanities,Black,720.0,7.0,Consulting,admitted,notsponsored,0,75000
1262,Female,False,3.09,Humanities,Asian,660.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1263,Female,False,3.05,Humanities,Asian,590.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
1264,Female,False,3.21,Business,White,630.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1265,Male,True,3.37,Humanities,NULL,670.0,7.0,Media/Entertainment,admitted,notsponsored,0,75000
1266,Male,False,3.27,Humanities,Asian,670.0,5.0,PE/VC,admitted,notsponsored,0,75000
1267,Female,False,3.19,Business,Black,620.0,6.0,Media/Entertainment,admitted,notsponsored,0,75000
1268,Male,False,3.25,STEM,White,680.0,5.0,"Investment Management",admitted,notsponsored,0,75000
1269,Female,False,3.32,Humanities,Asian,610.0,6.0,PE/VC,admitted,notsponsored,0,75000
1270,Male,False,3.34,STEM,White,670.0,4.0,PE/VC,admitted,notsponsored,0,75000
1271,Female,False,3.14,Business,White,610.0,5.0,CPG,admitted,notsponsored,0,75000
1272,Female,True,3.27,Humanities,NULL,690.0,6.0,Consulting,admitted,notsponsored,0,75000
1273,Female,False,3.35,Business,White,580.0,4.0,CPG,notadmitted,notsponsored,0,0
1274,Female,True,3.08,Business,NULL,680.0,4.0,Technology,admitted,notsponsored,0,75000
1275,Male,False,3.06,Humanities,White,630.0,4.0,Consulting,admitted,notsponsored,0,75000
1276,Female,True,3.12,Humanities,NULL,600.0,6.0,Consulting,notadmitted,notsponsored,0,0
1277,Male,True,3.28,Business,NULL,640.0,5.0,PE/VC,admitted,notsponsored,0,75000
1278,Male,False,2.82,STEM,Asian,570.0,6.0,Other,notadmitted,notsponsored,0,0
1279,Female,False,3.19,STEM,White,680.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1280,Female,False,3.16,STEM,Black,570.0,5.0,Consulting,notadmitted,notsponsored,0,0
1281,Male,False,3.11,STEM,Hispanic,660.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1282,Female,False,3.29,Humanities,Asian,690.0,3.0,Consulting,admitted,notsponsored,0,75000
1283,Male,True,3.15,Humanities,NULL,600.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
1284,Female,True,3.28,STEM,NULL,610.0,5.0,"Health Care",admitted,notsponsored,0,75000
1285,Male,False,3.20,Humanities,Black,670.0,5.0,Other,admitted,notsponsored,0,75000
1286,Male,False,3.08,STEM,Asian,640.0,5.0,Consulting,admitted,notsponsored,0,75000
1287,Male,True,3.24,Humanities,NULL,670.0,4.0,Consulting,admitted,notsponsored,0,75000
1288,Female,False,3.34,STEM,White,620.0,6.0,"Financial Services",admitted,notsponsored,0,75000
1289,Male,False,3.20,STEM,Other,660.0,6.0,Consulting,admitted,notsponsored,0,75000
1290,Male,False,3.19,STEM,Hispanic,690.0,5.0,Consulting,admitted,notsponsored,0,75000
1291,Male,False,3.27,STEM,Black,600.0,5.0,Technology,notadmitted,notsponsored,0,0
1292,Female,False,3.65,Business,White,660.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1293,Male,False,3.41,Humanities,Asian,770.0,5.0,Consulting,admitted,notsponsored,0,75000
1294,Male,True,2.93,Humanities,NULL,610.0,7.0,Consulting,admitted,notsponsored,0,75000
1295,Male,True,3.33,STEM,NULL,730.0,5.0,"Investment Management",admitted,notsponsored,0,75000
1296,Male,False,3.21,Business,Hispanic,670.0,4.0,PE/VC,admitted,notsponsored,0,75000
1297,Female,False,3.23,STEM,White,710.0,4.0,Consulting,admitted,notsponsored,0,75000
1298,Female,False,3.15,Business,White,660.0,7.0,Other,admitted,notsponsored,0,75000
1299,Male,False,3.16,STEM,Black,660.0,6.0,"Health Care",admitted,notsponsored,0,75000
1300,Male,False,3.55,Humanities,Asian,670.0,3.0,"Investment Management",admitted,notsponsored,0,75000
1301,Female,False,3.32,STEM,Black,670.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1302,Female,False,3.51,Humanities,Hispanic,740.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1303,Male,False,3.10,STEM,Asian,680.0,5.0,Technology,admitted,notsponsored,0,75000
1304,Male,False,2.97,Business,Other,570.0,4.0,Consulting,notadmitted,notsponsored,0,0
1305,Male,False,3.20,STEM,Other,680.0,6.0,"Financial Services",admitted,notsponsored,0,75000
1306,Male,False,3.11,Humanities,Hispanic,630.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1307,Female,False,3.28,Business,Black,650.0,5.0,Technology,admitted,notsponsored,0,75000
1308,Female,True,3.21,Humanities,NULL,640.0,5.0,CPG,admitted,notsponsored,0,75000
1309,Male,True,3.51,STEM,NULL,710.0,5.0,Other,admitted,notsponsored,0,75000
1310,Male,False,2.78,Humanities,Black,570.0,5.0,Technology,notadmitted,notsponsored,0,0
1311,Male,True,3.17,Business,NULL,610.0,5.0,Consulting,admitted,notsponsored,0,75000
1312,Female,True,3.24,Business,NULL,670.0,4.0,Other,admitted,notsponsored,0,75000
1313,Female,True,3.31,Humanities,NULL,690.0,6.0,PE/VC,admitted,notsponsored,0,75000
1314,Female,False,3.27,Business,Black,630.0,5.0,Consulting,admitted,notsponsored,0,75000
1315,Female,False,3.33,STEM,Hispanic,680.0,5.0,PE/VC,admitted,notsponsored,0,75000
1316,Male,False,3.22,STEM,Other,730.0,4.0,Consulting,admitted,notsponsored,0,75000
1317,Male,False,3.17,Humanities,Hispanic,630.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1318,Female,False,3.28,STEM,Hispanic,680.0,5.0,Other,admitted,notsponsored,0,75000
1319,Male,False,3.47,STEM,White,700.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1320,Male,False,3.36,Humanities,Black,590.0,4.0,PE/VC,notadmitted,notsponsored,0,0
1321,Female,False,3.14,Business,White,700.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1322,Female,False,3.36,STEM,Black,640.0,5.0,Consulting,admitted,notsponsored,0,75000
1323,Female,False,3.23,STEM,White,650.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1324,Female,False,3.26,STEM,Black,710.0,5.0,Technology,admitted,notsponsored,0,75000
1325,Male,False,3.17,Humanities,White,570.0,5.0,Media/Entertainment,notadmitted,notsponsored,0,0
1326,Female,True,3.46,Business,NULL,580.0,5.0,Technology,notadmitted,notsponsored,0,0
1327,Female,False,3.51,STEM,Hispanic,630.0,6.0,Consulting,admitted,notsponsored,0,75000
1328,Male,True,2.89,Humanities,NULL,570.0,6.0,PE/VC,notadmitted,notsponsored,0,0
1329,Male,False,3.29,STEM,Black,660.0,4.0,Consulting,admitted,notsponsored,0,75000
1330,Male,False,3.31,STEM,Asian,710.0,4.0,Technology,admitted,notsponsored,0,75000
1331,Female,True,3.26,Business,NULL,620.0,5.0,Consulting,admitted,notsponsored,0,75000
1332,Male,False,3.22,STEM,White,660.0,7.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1333,Female,False,3.35,Humanities,White,650.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1334,Female,True,3.30,Humanities,NULL,620.0,4.0,PE/VC,admitted,notsponsored,0,75000
1335,Female,False,3.03,Humanities,Asian,580.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1336,Female,False,3.13,STEM,Hispanic,580.0,6.0,Consulting,notadmitted,notsponsored,0,0
1337,Male,False,3.18,Business,Asian,650.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1338,Male,False,3.37,Business,Asian,720.0,4.0,Technology,admitted,notsponsored,0,75000
1339,Female,False,3.13,Business,Asian,640.0,4.0,Consulting,admitted,notsponsored,0,75000
1340,Female,False,3.38,Humanities,Asian,670.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1341,Male,False,3.09,STEM,Asian,630.0,6.0,Technology,admitted,notsponsored,0,75000
1342,Female,True,3.19,STEM,NULL,630.0,6.0,Technology,admitted,notsponsored,0,75000
1343,Male,False,3.11,Business,Hispanic,650.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1344,Male,False,3.37,Humanities,Asian,670.0,4.0,PE/VC,admitted,notsponsored,0,75000
1345,Female,False,3.44,Humanities,Asian,730.0,5.0,Consulting,admitted,notsponsored,0,75000
1346,Male,True,3.47,STEM,NULL,720.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
1347,Male,True,3.31,Humanities,NULL,690.0,4.0,PE/VC,admitted,notsponsored,0,75000
1348,Female,True,3.20,Humanities,NULL,720.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1349,Female,True,3.30,Humanities,NULL,620.0,1.0,PE/VC,admitted,notsponsored,0,75000
1350,Male,True,3.36,STEM,NULL,650.0,5.0,Technology,admitted,notsponsored,0,75000
1351,Male,False,3.01,Humanities,White,600.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
1352,Male,False,3.25,Business,White,570.0,5.0,"Real Estate",notadmitted,notsponsored,0,0
1353,Female,False,3.26,Humanities,Other,670.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1354,Male,False,3.27,Business,Asian,620.0,6.0,Consulting,admitted,notsponsored,0,75000
1355,Male,True,3.27,Humanities,NULL,610.0,6.0,"Financial Services",admitted,notsponsored,0,75000
1356,Male,True,3.40,STEM,NULL,690.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1357,Male,True,3.16,STEM,NULL,660.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1358,Male,True,3.45,Humanities,NULL,720.0,5.0,PE/VC,admitted,notsponsored,0,75000
1359,Female,False,3.40,Humanities,White,690.0,7.0,"Investment Banking",admitted,notsponsored,0,75000
1360,Female,False,3.43,Humanities,Black,670.0,5.0,Consulting,admitted,notsponsored,0,75000
1361,Male,False,2.93,Humanities,White,570.0,5.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1362,Male,False,3.40,Humanities,Other,710.0,4.0,"Health Care",admitted,notsponsored,0,75000
1363,Male,False,3.16,STEM,White,590.0,5.0,Consulting,notadmitted,notsponsored,0,0
1364,Male,False,2.87,Humanities,Asian,600.0,7.0,Nonprofit/Gov,notadmitted,notsponsored,0,0
1365,Male,True,3.18,STEM,NULL,640.0,6.0,Consulting,admitted,notsponsored,0,75000
1366,Male,True,3.29,STEM,NULL,610.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1367,Male,False,3.10,Business,White,690.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1368,Female,False,3.36,Business,Asian,710.0,5.0,Consulting,admitted,notsponsored,0,75000
1369,Female,False,3.05,STEM,White,620.0,6.0,Consulting,admitted,notsponsored,0,75000
1370,Male,False,3.22,Humanities,Hispanic,620.0,6.0,CPG,admitted,notsponsored,0,75000
1371,Female,True,3.28,Humanities,NULL,600.0,4.0,PE/VC,notadmitted,notsponsored,0,0
1372,Male,True,2.96,Humanities,NULL,590.0,3.0,PE/VC,notadmitted,notsponsored,0,0
1373,Female,False,3.13,Business,Black,610.0,5.0,Other,admitted,notsponsored,0,75000
1374,Male,True,3.23,Business,NULL,600.0,5.0,"Investment Banking",notadmitted,notsponsored,0,0
1375,Female,False,3.58,Humanities,Asian,740.0,6.0,Consulting,admitted,notsponsored,0,75000
1376,Male,True,3.12,Business,NULL,630.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1377,Male,False,3.58,STEM,Black,660.0,5.0,Technology,admitted,notsponsored,0,75000
1378,Male,True,3.21,STEM,NULL,670.0,6.0,"Investment Banking",admitted,notsponsored,0,75000
1379,Male,False,3.28,Business,Asian,620.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1380,Female,False,3.34,Humanities,Hispanic,670.0,4.0,Consulting,admitted,notsponsored,0,75000
1381,Male,False,3.53,Business,White,690.0,5.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1382,Female,False,3.32,Humanities,Other,670.0,5.0,Consulting,admitted,notsponsored,0,75000
1383,Female,False,3.13,Business,Other,660.0,3.0,"Investment Banking",admitted,notsponsored,0,75000
1384,Male,False,3.40,Business,Asian,680.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1385,Male,False,3.31,STEM,Black,720.0,6.0,"Health Care",admitted,notsponsored,0,75000
1386,Female,False,3.50,Humanities,Black,650.0,5.0,"Investment Management",admitted,notsponsored,0,75000
1387,Female,True,3.33,Business,NULL,620.0,5.0,Consulting,admitted,notsponsored,0,75000
1388,Female,False,3.41,STEM,Asian,750.0,5.0,"Financial Services",admitted,notsponsored,0,75000
1389,Male,False,3.10,Business,Asian,720.0,5.0,Technology,admitted,notsponsored,0,75000
1390,Male,False,3.06,Humanities,Hispanic,610.0,4.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1391,Male,True,3.08,Humanities,NULL,580.0,6.0,Consulting,notadmitted,notsponsored,0,0
1392,Female,True,3.39,Business,NULL,680.0,6.0,Consulting,admitted,notsponsored,0,75000
1393,Male,True,3.16,Business,NULL,660.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
1394,Female,False,3.36,Humanities,White,670.0,5.0,"Investment Banking",admitted,notsponsored,0,75000
1395,Male,True,3.07,Business,NULL,600.0,5.0,"Financial Services",notadmitted,notsponsored,0,0
1396,Male,True,3.49,STEM,NULL,670.0,5.0,Consulting,admitted,notsponsored,0,75000
1397,Male,True,3.25,Business,NULL,630.0,6.0,Technology,admitted,notsponsored,0,75000
1398,Male,True,3.31,STEM,NULL,670.0,6.0,"Investment Management",admitted,notsponsored,0,75000
1399,Male,True,3.13,STEM,NULL,610.0,4.0,"Investment Banking",admitted,notsponsored,0,75000
1400,Female,True,3.37,Business,NULL,740.0,4.0,Consulting,admitted,notsponsored,0,75000
1401,Male,False,3.31,STEM,Black,680.0,6.0,PE/VC,admitted,notsponsored,0,75000
1402,Female,False,3.02,Humanities,Black,610.0,4.0,Consulting,admitted,notsponsored,0,75000
1403,Male,False,3.32,Business,White,650.0,6.0,Consulting,admitted,notsponsored,0,75000
1404,Male,False,3.33,Humanities,Asian,620.0,5.0,PE/VC,admitted,notsponsored,0,75000
1405,Male,False,3.30,STEM,Asian,630.0,5.0,"Health Care",admitted,notsponsored,0,75000
1406,Male,False,3.34,Business,Hispanic,620.0,6.0,Nonprofit/Gov,admitted,notsponsored,0,75000
